Aircraft,AircraftType,Flight,DepartureAirportICAO,ArrivalAirportICAO,Coordenada,Altitude
PR-YXD,ATR-72-600,AD4393,SBUL,SBKP,S205312W0481848,12000
PR-AQV,ATR-72-600,AD2977,SBCT,SBPA,S280853W0500629,17968
PR-AQZ,ATR-72-600,AD4169,SBMG,SBKP,S230009W0470829,2043
PR-AKF,ATR-72-600,AD4421,SBMK,SBCF,S192116W0440514,7647
PR-AQQ,ATR-72-600,AD2669,SBSG,SBRF,S072700W0350158,12080
PR-AQO,ATR-72-600,AD4474,SBDN,SBKP,S225612W0471400,4051
PR-AKL,ATR-72-600,AD9095,SBJU,SBRF,S074810W0353155,11013
PR-YXD,ATR-72-600,AD4393,SBUL,SBKP,S215910W0475231,11995
PR-AQV,ATR-72-600,AD2977,SBCT,SBPA,S290055W0503605,17968
PR-AKL,ATR-72-600,AD9095,SBJU,SBRF,S080202W0345714,1651
PR-YXD,ATR-72-600,AD4393,SBUL,SBKP,S225326W0471854,5323
PR-AQV,ATR-72-600,AD2977,SBCT,SBPA,S294713W0512131,7732
PR-YXF,ATR-72-600,AD2717,SBSR,SBKP,S204845W0492403,2058
PR-YXF,ATR-72-600,AD2717,SBSR,SBKP,S212314W0485613,16873
PR-YXF,ATR-72-600,AD2717,SBSR,SBKP,S221426W0480911,16999
PR-AQO,ATR-72-600,AD4158,SBKP,SBSR,S230034W0470755,2238
PR-YXF,ATR-72-600,AD2717,SBSR,SBKP,S225700W0471254,3621
PR-YXD,ATR-72-600,AD2846,SBKP,SBRP,S230034W0470755,2330
PR-AQO,ATR-72-600,AD4158,SBKP,SBSR,S224012W0474522,13987
PR-YXE,ATR-72-600,AD9352,SBCF,SBUL,S193805W0435803,2794
PR-YXD,ATR-72-600,AD2846,SBKP,SBRP,S222553W0472634,12008
PR-AQO,ATR-72-600,AD4158,SBKP,SBSR,S215411W0483211,14019
PR-YXT,ATR-72-600,AD9590,SBBE,SBOI,S012234W0482823,352
PR-YXE,ATR-72-600,AD9352,SBCF,SBUL,S193220W0444652,14004
PR-AQQ,ATR-72-600,AD4556,SBRF,SBMO,S080744W0345521,275
PR-YXD,ATR-72-600,AD2846,SBKP,SBRP,S212609W0474105,7121
PR-YXT,ATR-72-600,AD9590,SBBE,SBOI,S004330W0485710,15999
PR-AQO,ATR-72-600,AD4158,SBKP,SBSR,S211113W0491931,13569
PR-AQJ,ATR-72-600,AD5033,SBCF,SNBR,S193802W0435807,2751
PR-YXE,ATR-72-600,AD9352,SBCF,SBUL,S192136W0455041,14000
PR-AQL,ATR-72-600,AD4330,SBRF,SBAR,S080823W0345508,170
PR-AQQ,ATR-72-600,AD4556,SBRF,SBMO,S084727W0351901,13781
PR-AKF,ATR-72-600,AD4136,SBCF,SNGI,S193751W0435816,2735
PR-YXT,ATR-72-600,AD9590,SBBE,SBOI,N000837W0492923,19999
PR-AKJ,ATR-72-600,AD2682,SBRF,SBSG,S080827W0345505,249
PR-AQJ,ATR-72-600,AD5033,SBCF,SNBR,S185550W0441010,13123
PR-YXE,ATR-72-600,AD9352,SBCF,SBUL,S191149W0465441,13999
PR-AQL,ATR-72-600,AD4330,SBRF,SBAR,S084632W0351417,12316
PR-AQQ,ATR-72-600,AD4556,SBRF,SBMO,S092635W0355927,4209
PR-AKF,ATR-72-600,AD4136,SBCF,SNGI,S185218W0435703,12985
PR-YXT,ATR-72-600,AD9590,SBBE,SBOI,N010218W0500836,19998
PR-AKJ,ATR-72-600,AD2682,SBRF,SBSG,S073018W0345613,13142
PR-YXE,ATR-72-600,AD9352,SBCF,SBUL,S190820W0475006,12001
PR-AQJ,ATR-72-600,AD5033,SBCF,SNBR,S180130W0441635,17001
PR-AQL,ATR-72-600,AD4330,SBRF,SBAR,S093005W0354926,15989
PR-AKF,ATR-72-600,AD4136,SBCF,SNGI,S175058W0434444,12986
PR-YXT,ATR-72-600,AD9590,SBBE,SBOI,N015953W0503943,20002
PR-AKJ,ATR-72-600,AD2682,SBRF,SBSG,S063756W0351647,16995
PR-AQZ,ATR-72-600,AD4530,SBKP,SBAE,S230002W0470839,2210
PR-YXF,ATR-72-600,AD2667,SBKP,SBZM,S230020W0470814,2235
PR-AQJ,ATR-72-600,AD5033,SBCF,SNBR,S170115W0442338,16999
PR-YXE,ATR-72-600,AD9352,SBCF,SBUL,S185505W0481428,3496
PR-AQL,ATR-72-600,AD4330,SBRF,SBAR,S101810W0362919,15992
PR-YXD,ATR-72-600,AD2847,SBRP,SBKP,S210737W0474635,1943
PR-YXA,ATR-72-600,AD4468,SBEG,SWPI,S030219W0600244,429
PR-AKF,ATR-72-600,AD4136,SBCF,SNGI,S165038W0432745,12995
PR-AQH,ATR-72-600,AD6122,SBCF,SBUR,S193802W0435806,2752
PR-YXT,ATR-72-600,AD9590,SBBE,SBOI,N030042W0510850,17102
PR-YXD,ATR-72-600,AD2847,SBRP,SBKP,S214957W0474702,11989
PR-AQO,ATR-72-600,AD4111,SBSR,SBKP,S204843W0492401,1846
PR-AKJ,ATR-72-600,AD2682,SBRF,SBSG,S054512W0352803,1905
PR-AQZ,ATR-72-600,AD4530,SBKP,SBAE,S224355W0475709,11994
PR-AQO,ATR-72-600,AD4111,SBSR,SBKP,S212411W0484733,12995
PR-YXF,ATR-72-600,AD2667,SBKP,SBZM,S224325W0462415,13001
PR-AQJ,ATR-72-600,AD5033,SBCF,SNBR,S160001W0443144,16999
PR-AQQ,ATR-72-600,AD4556,SBMO,SBRF,S093042W0354717,534
PR-AKA,ATR-72-600,AD4333,SBKP,SBJV,S230000W0470842,2203
PR-YXA,ATR-72-600,AD4468,SBEG,SWPI,S025946W0591646,14278
PR-AKF,ATR-72-600,AD4136,SBCF,SNGI,S155059W0431251,12986
PR-AQH,ATR-72-600,AD6122,SBCF,SBUR,S193218W0444522,11975
PR-YXB,ATR-72-600,AD5047,SBKP,SBAU,S230005W0470834,2318
PR-YXD,ATR-72-600,AD2847,SBRP,SBKP,S224753W0473023,11998
PR-AQO,ATR-72-600,AD4111,SBSR,SBKP,S221722W0475944,13003
PR-YXF,ATR-72-600,AD2667,SBKP,SBZM,S220441W0453249,13004
PR-AQQ,ATR-72-600,AD4556,SBMO,SBRF,S085948W0351819,14434
PR-AKA,ATR-72-600,AD4333,SBKP,SBJV,S234431W0472502,12554
PR-YXA,ATR-72-600,AD4468,SBEG,SWPI,S025611W0581826,16993
PR-AKF,ATR-72-600,AD4136,SBCF,SNGI,S144858W0430312,12990
PR-AQH,ATR-72-600,AD6122,SBCF,SBUR,S193700W0455045,11998
PR-YXB,ATR-72-600,AD5047,SBKP,SBAU,S224245W0475652,14250
PR-AQO,ATR-72-600,AD4111,SBSR,SBKP,S230725W0470859,7695
PR-YXF,ATR-72-600,AD2667,SBKP,SBZM,S214657W0442446,13001
PR-AQQ,ATR-72-600,AD4556,SBMO,SBRF,S080620W0350457,8079
PR-AKA,ATR-72-600,AD4333,SBKP,SBJV,S243740W0475103,16001
PR-AQH,ATR-72-600,AD6122,SBCF,SBUR,S194549W0465511,12000
PR-YXB,ATR-72-600,AD5047,SBKP,SBAU,S221118W0484848,16005
PR-AKJ,ATR-72-600,AD4038,SBSG,SBRF,S054613W0352152,440
PR-YXE,ATR-72-600,AD9352,SBUL,SBCF,S185242W0481325,3214
PR-AKA,ATR-72-600,AD4333,SBKP,SBJV,S253611W0482618,13783
PR-YXB,ATR-72-600,AD5047,SBKP,SBAU,S213752W0494321,16001
PR-AKJ,ATR-72-600,AD4038,SBSG,SBRF,S062638W0350357,12576
PR-YXE,ATR-72-600,AD9352,SBUL,SBCF,S185621W0471540,12999
PR-AQZ,ATR-72-600,AD4579,SBAE,SBKP,S221005W0490359,2122
PR-AQZ,ATR-72-600,AD4579,SBAE,SBKP,S222606W0481732,13005
PR-AKJ,ATR-72-600,AD4038,SBSG,SBRF,S072726W0350351,15491
PR-AQL,ATR-72-600,AD4330,SBAR,SBSV,S105903W0370347,-93
PR-YXE,ATR-72-600,AD9352,SBUL,SBCF,S185946W0460321,12999
PR-AQL,ATR-72-600,AD4330,SBAR,SBSV,S105903W0370351,123
PR-AQL,ATR-72-600,AD4330,SBAR,SBSV,S114200W0372023,12805
PR-AQV,ATR-72-600,AD2993,SBPA,SBNM,S295941W0510930,299
PR-AQL,ATR-72-600,AD4330,SBAR,SBSV,S123045W0375641,15987
PR-AQZ,ATR-72-600,AD4579,SBAE,SBKP,S230103W0471752,10969
PR-AKJ,ATR-72-600,AD4038,SBSG,SBRF,S080647W0345539,68
PR-YXE,ATR-72-600,AD9352,SBUL,SBCF,S190803W0445437,14995
PR-AQV,ATR-72-600,AD2993,SBPA,SBNM,S295706W0514228,12131
PR-AQL,ATR-72-600,AD4330,SBAR,SBSV,S125441W0382012,16
PR-YXE,ATR-72-600,AD9352,SBUL,SBCF,S193217W0434910,9990
PR-AQO,ATR-72-600,AD4907,SBKP,SBSR,S230005W0470834,2262
PR-AQV,ATR-72-600,AD2993,SBPA,SBNM,S292806W0523158,17607
PR-YXF,ATR-72-600,AD2667,SBZM,SBKP,S213437W0431644,3282
PR-YXF,ATR-72-600,AD2631,SBZM,SBKP,S213035W0431005,1499
PR-YXF,ATR-72-600,AD2631,SBZM,SBKP,S212652W0434811,13830
PR-AQO,ATR-72-600,AD4907,SBKP,SBSR,S222754W0474441,13002
PR-AQV,ATR-72-600,AD2993,SBPA,SBNM,S284913W0532603,17962
PR-YXB,ATR-72-600,AD5047,SBAU,SBKP,S211114W0502705,2187
PR-YXB,ATR-72-600,AD5047,SBAU,SBKP,S210813W0502519,1571
PR-YXB,ATR-72-600,AD5047,SBAU,SBKP,S212726W0493851,14927
PR-AKF,ATR-72-600,AD4136,SNGI,SBSV,S141216W0424517,1905
PR-AKF,ATR-72-600,AD4136,SNGI,SBSV,S135840W0420241,11001
PR-AKF,ATR-72-600,AD4136,SNGI,SBSV,S133051W0410741,11001
PR-AQH,ATR-72-600,AD6123,SBUR,SBCF,S194525W0475812,2762
PR-AKF,ATR-72-600,AD4136,SNGI,SBSV,S130228W0401210,10998
PR-AQH,ATR-72-600,AD6123,SBUR,SBCF,S193720W0471008,11010
PR-AQH,ATR-72-600,AD6123,NULL,NULL,S191247W0461322,10986
PR-YXF,ATR-72-600,AD2631,SBZM,SBKP,S213454W0444423,17996
PR-AKF,ATR-72-600,AD4136,SNGI,SBSV,S125147W0391036,11004
PR-AKA,ATR-72-600,AD4334,SBJV,SBKP,S261351W0484718,130
PR-AKA,ATR-72-600,AD4334,SBJV,SBKP,S254156W0482553,12804
PR-AQO,ATR-72-600,AD4907,SBKP,SBSR,S214811W0482519,12986
PR-YXB,ATR-72-600,AD5047,SBAU,SBKP,S220237W0483832,16995
PR-AKA,ATR-72-600,AD4334,SBJV,SBKP,S244801W0481030,16996
PR-AQJ,ATR-72-600,AD5023,SNBR,SBCF,S120429W0450005,2492
PR-AQJ,ATR-72-600,AD5023,SNBR,SBCF,S124700W0445725,14359
PR-AQJ,ATR-72-600,AD5023,SNBR,SBCF,S134447W0450001,17994
PR-AQH,ATR-72-600,AD6123,NULL,NULL,S191008W0450416,11000
PR-YXF,ATR-72-600,AD2631,SBZM,SBKP,S220039W0454453,14000
PR-AKF,ATR-72-600,AD4136,SNGI,SBSV,S125523W0382342,1085
PR-AQO,ATR-72-600,AD4907,SBKP,SBSR,S212112W0491150,13000
PR-AQJ,ATR-72-600,AD5023,SNBR,SBCF,S145019W0445712,17995
PR-YXB,ATR-72-600,AD5047,SBAU,SBKP,S223311W0473459,11014
PR-AQL,ATR-72-600,AD4330,SBSV,SBVC,S125430W0381918,163
PR-AKA,ATR-72-600,AD4334,SBJV,SBKP,S234821W0474354,17000
PR-AQZ,ATR-72-600,AD4502,SBKP,SBPO,S230000W0470841,2209
PR-AQH,ATR-72-600,AD6123,NULL,NULL,S192505W0435834,11008
PR-YXF,ATR-72-600,AD2631,SBZM,SBKP,S222843W0464440,14000
PR-YXE,ATR-72-600,AD2875,SBCF,SBGV,S193749W0435819,2825
PR-YXT,ATR-72-600,AD9591,SBOI,SBBE,N035048W0514755,309
PR-YXT,ATR-72-600,AD9591,SBOI,SBBE,N031017W0512847,17004
PR-YXT,ATR-72-600,AD9591,SBOI,SBBE,N025518W0503159,14987
PR-YXT,ATR-72-600,AD9591,SBOI,SBBE,N021441W0495558,11004
PR-YXT,ATR-72-600,AD9591,SBOI,SBBE,N011424W0494335,10999
PR-AQJ,ATR-72-600,AD5023,SNBR,SBCF,S155411W0450315,17995
PR-AQO,ATR-72-600,AD4907,SBKP,SBSR,S212328W0492702,13015
PR-YXB,ATR-72-600,AD5047,SBAU,SBKP,S230204W0470549,2721
PR-AQL,ATR-72-600,AD4330,SBSV,SBVC,S132045W0384652,12653
PR-AKA,ATR-72-600,AD4334,SBJV,SBKP,S230217W0470529,2809
PR-AQZ,ATR-72-600,AD4502,SBKP,SBPO,S230823W0475804,13397
PR-YXF,ATR-72-600,AD2631,SBZM,SBKP,S230158W0470557,2665
PR-AQR,ATR-72-600,AD4135,SBCF,SBIP,S193746W0435822,2715
PR-YXE,ATR-72-600,AD2875,SBCF,SBGV,S191717W0430447,10997
PR-YXT,ATR-72-600,AD9591,SBOI,SBBE,N001003W0492715,10997
PR-AQJ,ATR-72-600,AD5023,SNBR,SBCF,S165717W0450859,17984
PR-AQO,ATR-72-600,AD4907,SBKP,SBSR,S211950W0493304,12166
PR-AQL,ATR-72-600,AD4330,SBSV,SBVC,S135832W0393226,18010
PR-AQZ,ATR-72-600,AD4502,SBKP,SBPO,S234316W0484936,16207
PR-AKJ,ATR-72-600,AD4566,SBRF,SBKG,S080748W0345519,225
PR-AQR,ATR-72-600,AD4135,SBCF,SBIP,S193326W0431621,11013
PR-YXT,ATR-72-600,AD9591,SBOI,SBBE,S004436W0490416,10996
PR-AQJ,ATR-72-600,AD5023,SNBR,SBCF,S180203W0445457,17994
PR-AQO,ATR-72-600,AD4907,SBKP,SBSR,S211749W0493649,11005
PR-AQL,ATR-72-600,AD4330,SBSV,SBVC,S143825W0402100,16508
PR-AQV,ATR-72-600,AD2993,SBNM,SBPA,S281704W0540931,1319
PR-AQV,ATR-72-600,AD2993,SBNM,SBPA,S284419W0532551,14583
PR-AQV,ATR-72-600,AD2993,SBNM,SBPA,S292539W0523652,16951
PR-AQZ,ATR-72-600,AD4502,SBKP,SBPO,S241808W0494351,17999
PR-AKJ,ATR-72-600,AD4566,SBRF,SBKG,S074559W0352923,13980
PR-AQQ,ATR-72-600,AD2634,SBRF,SBAR,S080752W0345518,152
PR-YXT,ATR-72-600,AD9591,SBOI,SBBE,S012930W0483520,2958
PR-AQJ,ATR-72-600,AD5023,SNBR,SBCF,S190240W0443034,17992
PR-AQO,ATR-72-600,AD4907,SBKP,SBSR,S210355W0493647,10997
PR-AQV,ATR-72-600,AD2993,SBNM,SBPA,S295919W0512705,3957
PR-AQZ,ATR-72-600,AD4502,SBKP,SBPO,S244859W0504124,18204
PR-AKF,ATR-72-600,AD4137,SBSV,SNGI,S125429W0381910,262
PR-AQQ,ATR-72-600,AD2634,SBRF,SBAR,S084906W0351336,11572
PR-YXT,ATR-72-600,AD9591,SBOI,SBBE,S011811W0482357,3992
PR-AQJ,ATR-72-600,AD5023,SNBR,SBCF,S194217W0435412,4045
PR-YXA,ATR-72-600,AD4245,NULL,NULL,S024045W0564701,303
PR-YXA,ATR-72-600,AD4245,NULL,NULL,S024636W0573440,15573
PR-YXA,ATR-72-600,AD4245,NULL,NULL,S025127W0583313,19995
PR-YXA,ATR-72-600,AD4245,NULL,NULL,S025803W0593922,16171
PR-YXA,ATR-72-600,AD4245,NULL,NULL,S025942W0600316,2550
PR-YXA,ATR-72-600,AD4245,NULL,NULL,S025900W0595036,3378
PR-AQZ,ATR-72-600,AD4502,SBKP,SBPO,S252551W0513408,18195
PR-AKF,ATR-72-600,AD4137,SBSV,SNGI,S130706W0385715,9821
PR-AQQ,ATR-72-600,AD2634,SBRF,SBAR,S093309W0355337,14018
PR-YXF,ATR-72-600,AD4063,SBKP,SBDN,S230003W0470837,2305
PR-AQL,ATR-72-600,AD4330,SBVC,SBCF,S145417W0405510,2966
PR-AQH,ATR-72-600,AD4293,SBCF,SBMK,S193753W0435815,2792
PR-AQZ,ATR-72-600,AD4502,SBKP,SBPO,S260613W0522636,15290
PR-AKF,ATR-72-600,AD4137,SBSV,SNGI,S131912W0395411,13990
PR-YXE,ATR-72-600,AD2758,SBGV,SBCF,S185326W0415839,864
PR-YXE,ATR-72-600,AD2758,SBGV,SBCF,S193149W0422617,12013
PR-AKA,ATR-72-600,AD2676,SBKP,SBMG,S225950W0470856,2220
PR-AQQ,ATR-72-600,AD2634,SBRF,SBAR,S101749W0364006,14014
PR-AQR,ATR-72-600,AD4709,SBIP,SBCF,S192837W0422929,886
PR-YXF,ATR-72-600,AD4063,SBKP,SBDN,S230559W0480058,14004
PR-AQL,ATR-72-600,AD4330,SBVC,SBCF,S153456W0410144,17228
PR-AQH,ATR-72-600,AD4293,SBCF,SBMK,S185636W0440548,12323
PR-AQR,ATR-72-600,AD4709,SBIP,SBCF,S194227W0431500,13322
PR-AKJ,ATR-72-600,AD4566,SBKG,SBRF,S071305W0355810,3229
PR-AKJ,ATR-72-600,AD2692,SBRF,NULL,S071629W0355319,1782
PR-AKF,ATR-72-600,AD4137,SBSV,SNGI,S133337W0405952,13983
PR-YXB,ATR-72-600,AD4392,SBKP,SBSR,S230025W0470808,2360
PR-AQN,ATR-72-600,AD9586,SBUY,SBEG,S045255W0652044,437
PR-AQN,ATR-72-600,AD9586,SBUY,SBEG,S042617W0644317,12706
PR-AQN,ATR-72-600,AD9586,SBUY,SBEG,S040545W0634201,13000
PR-AQN,ATR-72-600,AD9586,SBUY,SBEG,S034107W0624442,14998
PR-YXE,ATR-72-600,AD2758,SBGV,SBCF,S194826W0432503,12009
PR-AQV,ATR-72-600,AD2993,SBPA,SBUG,S295942W0510927,320
PR-AKA,ATR-72-600,AD2676,SBKP,SBMG,S231031W0475843,13824
PR-AQN,ATR-72-600,AD9586,SBUY,SBEG,S033218W0614253,15004
PR-YXF,ATR-72-600,AD4063,SBKP,SBDN,S230824W0491009,14012
PR-AKJ,ATR-72-600,AD2692,SBRF,NULL,S075055W0352324,10998
PR-AQL,ATR-72-600,AD4330,SBVC,SBCF,S162828W0411645,19994
PR-AQH,ATR-72-600,AD4293,SBCF,SBMK,S180137W0434831,12995
PR-AQR,ATR-72-600,AD4709,SBIP,SBCF,S193928W0435647,2904
PR-AKF,ATR-72-600,AD4137,SBSV,SNGI,S134840W0420504,13985
PR-YXB,ATR-72-600,AD4392,SBKP,SBSR,S222326W0474122,14000
PR-AQO,ATR-72-600,AD4876,SBSR,SBKP,S204843W0492401,1940
PR-AQJ,ATR-72-600,AD4331,SBCF,SBVC,S193746W0435821,2816
PR-AQV,ATR-72-600,AD2993,SBPA,SBUG,S301037W0513252,12599
PR-AKA,ATR-72-600,AD2676,SBKP,SBMG,S231532W0485637,18008
PR-AQO,ATR-72-600,AD4876,SBSR,SBKP,S212619W0484516,12995
PR-AQN,ATR-72-600,AD9586,SBUY,SBEG,S033805W0605235,13934
PR-YXF,ATR-72-600,AD4063,SBKP,SBDN,S224204W0501447,14008
PR-AQL,ATR-72-600,AD4330,SBVC,SBCF,S171323W0415956,20001
PR-AQH,ATR-72-600,AD4293,SBCF,SBMK,S170129W0434012,11227
PR-YXB,ATR-72-600,AD4392,SBKP,SBSR,S215322W0483821,13997
PR-AQJ,ATR-72-600,AD4331,SBCF,SBVC,S190745W0432839,15276
PR-AQV,ATR-72-600,AD2993,SBPA,SBUG,S300724W0523156,17745
PR-AKA,ATR-72-600,AD2676,SBKP,SBMG,S232847W0500012,17987
PR-YXA,ATR-72-600,AD4418,SBEG,SBSN,S024920W0580713,17004
PR-AQO,ATR-72-600,AD4876,SBSR,SBKP,S220025W0474756,12990
PR-AQN,ATR-72-600,AD9586,SBUY,SBEG,S030857W0601334,5251
PR-YXF,ATR-72-600,AD4063,SBKP,SBDN,S221802W0511934,11632
PR-YXA,ATR-72-600,AD4418,SBEG,SBSN,S024312W0570348,17000
PR-AQL,ATR-72-600,AD4330,SBVC,SBCF,S180638W0423121,20003
PR-YXB,ATR-72-600,AD4392,SBKP,SBSR,S211344W0492430,14008
PR-AQJ,ATR-72-600,AD4331,SBCF,SBVC,S183712W0423800,17001
PR-AQV,ATR-72-600,AD2993,SBPA,SBUG,S300317W0533755,18001
PR-AKA,ATR-72-600,AD2676,SBKP,SBMG,S232739W0510841,18005
PR-AQZ,ATR-72-600,AD4503,SBPO,SBKP,S261241W0524107,2862
PR-AQO,ATR-72-600,AD4876,SBSR,SBKP,S225122W0472726,12996
PR-YXA,ATR-72-600,AD4418,SBEG,SBSN,S023227W0560115,15120
PR-AQL,ATR-72-600,AD4330,SBVC,SBCF,S185949W0425531,19997
PR-AQZ,ATR-72-600,AD4503,SBPO,SBKP,S255306W0515753,16746
PR-YXT,ATR-72-600,AD9594,SBBE,SBOI,S012237W0482827,425
PR-AQV,ATR-72-600,AD2993,SBPA,SBUG,S295832W0544456,18003
PR-YXA,ATR-72-600,AD4418,SBEG,SBSN,S022643W0545601,2084
PR-AQL,ATR-72-600,AD4330,SBVC,SBCF,S194654W0432637,13840
PR-AQQ,ATR-72-600,AD2634,SBAR,SBRF,S105852W0370942,1559
PR-AQQ,ATR-72-600,AD2767,SBAR,SBRF,S105903W0370358,214
PR-AQQ,ATR-72-600,AD2767,SBAR,SBRF,S102500W0363357,13237
PR-AQH,ATR-72-600,AD4251,SBMK,SBCF,S164229W0434831,2337
PR-AKJ,ATR-72-600,AD4566,SBRF,SBJP,S080823W0345507,228
PR-YXT,ATR-72-600,AD9594,SBBE,SBOI,S003821W0485027,13998
PR-AQV,ATR-72-600,AD2993,SBPA,SBUG,S295313W0555153,17992
PR-AKF,ATR-72-600,AD4137,SNGI,SBCF,S141215W0424519,1950
PR-AKF,ATR-72-600,AD4137,SNGI,SBCF,S145943W0424838,12495
PR-AQQ,ATR-72-600,AD2767,SBAR,SBRF,S093457W0355708,13022
PR-AQL,ATR-72-600,AD4330,SBVC,SBCF,S193625W0435937,3052
PR-AQH,ATR-72-600,AD4251,SBMK,SBCF,S172806W0434729,13290
PR-AKJ,ATR-72-600,AD4566,SBRF,SBJP,S073430W0345924,11995
PR-AQZ,ATR-72-600,AD4503,SBPO,SBKP,S253007W0505754,20558
PR-AQZ,ATR-72-600,AD4503,SBPO,SBKP,S250314W0495508,21000
PR-YXT,ATR-72-600,AD9594,SBBE,SBOI,N001634W0492247,14002
PR-AKF,ATR-72-600,AD4137,SNGI,SBCF,S160548W0424942,13984
PR-AQV,ATR-72-600,AD2993,SBPA,SBUG,S294855W0565911,2311
PR-AQQ,ATR-72-600,AD2767,SBAR,SBRF,S084328W0352010,13031
PR-YXE,ATR-72-600,AD5080,SBCF,SBGV,S193838W0435734,2818
PR-AQH,ATR-72-600,AD4251,SBMK,SBCF,S183305W0435142,14002
PR-AQZ,ATR-72-600,AD4503,SBPO,SBKP,S241902W0490625,20998
PR-YXT,ATR-72-600,AD9594,SBBE,SBOI,N011131W0500330,14020
PR-AKF,ATR-72-600,AD4137,SNGI,SBCF,S171126W0430853,13998
PR-AQQ,ATR-72-600,AD2767,SBAR,SBRF,S080314W0345650,1292
PR-YXF,ATR-72-600,AD4520,SBDN,SBKP,S221034W0512500,1835
PR-YXF,ATR-72-600,AD4520,SBDN,SBKP,S221750W0503750,16032
PR-YXE,ATR-72-600,AD5080,SBGV,SBGV,S192748W0430801,13001
PR-AQH,ATR-72-600,AD4251,SBMK,SBCF,S193256W0440250,4487
PR-AQZ,ATR-72-600,AD4503,SBPO,SBKP,S234323W0480622,20157
PR-YXT,ATR-72-600,AD9594,SBBE,SBOI,N020053W0505109,13998
PR-YXF,ATR-72-600,AD4520,SBDN,SBKP,S222509W0492755,17004
PR-AKF,ATR-72-600,AD4137,SNGI,SBCF,S180621W0435109,14016
PR-YXA,ATR-72-600,AD4418,SBSN,SBTB,S022518W0544717,559
PR-AKA,ATR-72-600,AD4611,SBMG,SBKP,S232829W0520033,1959
PR-AKA,ATR-72-600,AD4611,SBMG,SBKP,S231133W0511144,13941
PR-AKA,ATR-72-600,AD4611,SBMG,SBKP,S225835W0500949,17002
PR-AQZ,ATR-72-600,AD4503,SBPO,SBKP,S231100W0470508,6577
PR-YXB,ATR-72-600,AD4392,SBSR,SBKP,S210232W0492749,6985
PR-YXB,ATR-72-600,AD4392,SBSR,SBKP,S204254W0491617,4085
PR-YXB,ATR-72-600,AD4140,SBSR,SBKP,S204920W0492449,2063
PR-YXF,ATR-72-600,AD4520,SBDN,SBKP,S223840W0481505,16999
PR-AKF,ATR-72-600,AD4137,SNGI,SBCF,S190343W0440212,14001
PR-YXA,ATR-72-600,AD4418,SBSN,SBTB,S020437W0552421,12927
PR-YXB,ATR-72-600,AD4140,NULL,NULL,S211054W0484946,13003
PR-AQL,ATR-72-600,AD4317,SBCF,SBIP,S193814W0435755,2858
PR-AKJ,ATR-72-600,AD2834,SBJP,SBRF,S070908W0345650,395
PR-AKA,ATR-72-600,AD4611,SBMG,SBKP,S225058W0485839,17004
PR-AQN,ATR-72-600,AD9587,SBEG,SBUY,S030219W0600311,469
PR-YXF,ATR-72-600,AD4520,SBDN,SBKP,S231136W0471151,7918
PR-AKJ,ATR-72-600,AD2834,SBJP,SBRF,S075913W0345809,2373
PR-YXB,ATR-72-600,AD4140,NULL,NULL,S220831W0480746,13003
PR-AQV,ATR-72-600,AD2996,SBUG,SBPA,S294653W0570142,613
PR-AQL,ATR-72-600,AD4317,SBCF,SBIP,S193901W0430316,11011
PR-AKA,ATR-72-600,AD4611,SBMG,SBKP,S225607W0474519,15599
PR-AQN,ATR-72-600,AD9587,SBEG,SBUY,S030241W0605059,12715
PR-YXB,ATR-72-600,AD4140,NULL,NULL,S225947W0471939,11728
PR-AQV,ATR-72-600,AD2996,SBUG,SBPA,S294248W0560634,12579
PR-AQJ,ATR-72-600,AD4331,SBVC,SBSV,S173832W0420743,16997
PR-AQJ,ATR-72-600,AD4331,SBVC,SBSV,S164019W0413746,14427
PR-AQJ,ATR-72-600,AD4331,SBVC,SBSV,S154907W0411111,9005
PR-AQJ,ATR-72-600,AD4331,SBVC,SBSV,S145706W0405111,4076
PR-AQJ,ATR-72-600,AD4331,SBVC,SBSV,S145409W0405521,3047
PR-AQJ,ATR-72-600,AD4331,SBVC,SBSV,S143032W0401324,13118
PR-YXE,ATR-72-600,AD4615,SBGV,SBCF,S185405W0415919,871
PR-AQJ,ATR-72-600,AD4331,SBVC,SBSV,S135208W0392912,16995
PR-AQN,ATR-72-600,AD9587,SBEG,SBUY,S032629W0614854,14003
PR-YXE,ATR-72-600,AD4615,SBGV,SBCF,S192729W0424126,14000
PR-AQV,ATR-72-600,AD2996,SBUG,SBPA,S294626W0545917,18990
PR-AQJ,ATR-72-600,AD4331,SBVC,SBSV,S130536W0384344,11583
PR-YXE,ATR-72-600,AD4615,SBGV,SBCF,S194101W0433921,14000
PR-YXA,ATR-72-600,AD4418,SBTB,SBEG,S013046W0561227,4939
PR-YXA,ATR-72-600,AD4418,SBTB,SBEG,S012932W0562419,599
PR-AQV,ATR-72-600,AD2996,SBUG,SBPA,S295001W0533925,19004
PR-AQL,ATR-72-600,AD4317,SBIP,SBCF,S192753W0422902,1026
PR-YXA,ATR-72-600,AD4418,SBTB,SBEG,S015321W0570544,14285
PR-AQH,ATR-72-600,AD6176,SBCF,SBSR,S193816W0435753,2786
PR-AQL,ATR-72-600,AD4317,SBIP,SBCF,S193547W0431408,9993
PR-AQZ,ATR-72-600,AD2995,SBKP,SBJV,S230001W0470840,2315
